text,bad,toxic,non-toxic
"hello i am trying to run the code in cygwin and i am getting this error....**SyntaxError: Invalid or unexpected token    at Module._compile (internal/modules/cjs/loader.js:723:23)    at Object.Module._extensions..js (internal/modules/cjs/loader.js:789:10)    at Module.load (internal/modules/cjs/loader.js:653:32)    at tryModuleLoad (internal/modules/cjs/loader.js:593:12)    at Function.Module._load (internal/modules/cjs/loader.js:585:3)    at Module.require (internal/modules/cjs/loader.js:692:17)    at require (internal/modules/cjs/helpers.js:25:18)    at Object.&lt;anonymous&gt; (C:\cygwin64\home\Tommy Robert\blockchain-demo\app.js:9:14)    at Module._compile (internal/modules/cjs/loader.js:778:30)    at Object.Module._extensions..js (internal/modules/cjs/loader.js:789:10)**.....would you know how to solve this?..i am on a win dows 7 machine..should i try to run it on VMware ubuntu machine?,,thxz for your great vid...Jesiica",,,
"Best demo I&#39;ve seen.  In the future, public-private key pair will replace social security numbers, passwords,  account codes, driver&#39;s license #, passpost #, etc....",,,
This is the best video i have seen on this subject.,,,
The only video you need to watch to understand the working of a blockchain!!Good work!,,,
Grazie per aver condiviso la tua competenza su questa tecnologia. Molto chiaro e esauriente.,,,
Thanks for your explanation,,,
"It’s not fake it is real and legitimate for any kinds of BTC Top guarantee % contact +1937582-1364 or TeslaTeamHacker@gmail,com for more information.",,,
"Justdo it with +1937582-1364 or TeslaTeamHacker@gmail,com and get 10BTC Top up. I thinkam the most happiest person on earth",,,
"I can generate 3Btc ever since I talk to I got a legitimate software that works perfectly +1937582-1364 or TeslaTeamHacker@gmail,com",,,
"Contact TeslaTeamHacker@gmail,com via WhatsApp +19375821364 for your Btc Hack with 4Btc it is real time and legitimate. Go for them and you will never regret.",,,
Cannot read property &#39;getBytes&#39; of null..Why I get this when using var keypair = ec.genKeyPair();,,,
Best explanation of blockchain that I have ever seen.  THANK YOU Anders ! Please keep posting such videos.,,,
"Best Blockchain explanation I&#39;ve ever seen, thanks for this great video tutorial!",,,
Beautiful. Elegant. Concise. Perhaps the most productive 17 minutes I spent today.,,,
Absolutely Superb !  Now better way for a beginner to learn this !  Thanks a ton Anders.,,,
15:25 - Anders: &quot;It follows a basic rule of a currency. Like you can&#39;t invent it out of thin air.&quot;2017 - Literally every ICO: &quot;Hold my beer.&quot;,,,
"For all those who manged to thumbs down this awesome video, you are upside down.",,,
Thank You so much... This is the video i was searching for in the entire youtube. But you helped me with this.. I cannot thank you enough for this help .. Have a nice day.. Country - Nepal :D,,,
"Very helpful and clear explanation. Thank you, Anders.",,,
Wow amazing tutorial! Wish you had more in Ethereum!,,,
one of the best and simply explained video to understand basic blockchain workings.,,,
I keep referring to this video because it&#39;s the best one I&#39;ve ever seen.,,,
a pride and prejudice as well as blockchain fan?  Is this my soulmate?,,,
I wish I could find this video before. Could save my lots of hours...a must watch..,,,
Best explanation ever!! thank you so so much for this.,,,
This is the best demo I have every seen for blockchain,,,
"Hey Anders, great work! But I have a question. Suppose we have three peers such as in your example. Let say Peer A and Peer B make same changes on the latest Block (Let say the write a completly egual addittional message in the data field) and they mine it afterwards to get a valid blockchain. So at the end we have three valid blockchains, but we know that the chains of A and B are the same but C is different. We also know, that C is the right one, but it looks like that C is manipulated, because it doesnt match with A and B. Would this scenario represent a perfect manipulation approach? When not, how can the system know that C is the right one and not A and B?",,,
This is indeed great video.  In last example Ryan did not get money still paying to others. How to validate it?,,,
can any one tell me how these blocks can be synced in peer to peer connection since we don&#39;t have any centralized storage.,,,
"Lots of news articles saying this can be a tool to evade censorship in china. Because how do you hide information? Everything you see on the computer screen are data (more explicitly, bits; zeroes and ones internally), which can be assigned to a hash, and to censor it requires tampering it, which will alter the hash and destroys the later blocks in the chain, the government can no longer view information of all the later blocks, and re-mining it does fix the chain, but does not reattaches the blocks being disconnected. Essentially you broke a real chain, reattach to the one you just created. Looks like if the government wants TRUE censorship that is unstoppable, that is only possible by removing the internet entirely, force all citizens and foreigners not to use computers that allow circumventions, and/or use the intranet.",,,
I have a doubt... 1) Lets say distributed network has 3 peers.. I go to peer A and lend him $1. Will it be reflected in peer B and peer C end ? But in the video 10:40 it is not the case . Why ?,,,
Best explanations about Blockchain!,,,
You rock... This is what I want...,,,
"very good explanation, thank you",,,
THANK YOU.,,,
"Incredible, even for a dumbass for me this was pretty explanatory",,,
million thumb-sup,,,
"Man, you are very good at explanations.",,,
The Best video which i saw!Very good Explaining!,,,
I want to buy you a beer man,,,
Democracy votes that this video is amazing.....17 k likes and 141 dislikes....we have a clear winner,,,
"what is the utility of having blocks be signed? if all hashes did not begin with four zeros, that would not break the ability to check for differences, we would still just check if the last hash of each peer is equal. So what functionality does requiring blocks be signed provide?",,,
THANKS!!!!,,,
Best explanation on YouTube. Thank you!,,,
"according to your video, mining cant help blockchain. so why we have mining in bitcoin?",,,
"A miner is a peer, but a peer may not be a miner. What does a peer (not miner) get (benefit) when join a blockchain, please?",,,
"Thank Anders for making this videos, very clear explantion. I have a couple questions:1. At 15:48 I&#39;m just curious why in Block 5, Coinbase $100 is named to Sophia, why not Anders?2. In the example above, 1 block may have 3 or 4 transactions, is that possible that 1 block may have different number of transactions, instead of fixed number of transactions?",,,
Incredible video!,,,
so clear to understand!!!!!!!!!!!!!!!!!,,,
9:02 Distributed Blockchain,,,
"If you don`t know anything about blockchain, watch this video. After 17 mins, you will be the mentor for others :)",,,
"Also did a little bit of digging : here is what similar to yours “The Bitcoin protocol does not enforce anything from the wallet, asides requiring specific ECDSA curve to be used for key generation. If you happen to generate a keypair colliding with another keypair, congratulations, it&#39;s a very rare occurrence ! Same if your public key will hash into the same Bitcoin address (in theory you could have two different keypairs that have the same address associated with them).The consequence for such an occurrence is that both of the owners of the keys can spend the money associated with the corresponding address, not an ideal situation. If you are lucky, you might be able to steal someone&#39;s Bitcoins (but shame on you if you do), but most likely you&#39;ll just come across some address that was used only once, as the standard client has a tendency of generating new keypairs for every transaction in order to protect your anonymity.”",,,
Mate this is BY FAR the best BC explanation ever! thank you very much!,,,
"Hey Anders, Quick question :Given 6 billion people, its possible that 2 people may have the same private key (lets say 1) , will the chain collapse or get corrupted ? What prevents that ?",,,
You are a Life Saver. .. Super Like!!!!!!,,,
"As far as Youtube goes, this really is the best explanation of how blockchain works!!",,,
"Whoow dude, thanks for the great video!",,,
The best example I could found on internet !,,,
"wow, great explanation",,,
Man The BEST EXPLANATION I have Ever Seen In the YouTube on Block Chain,,,
"Very helpful, thank you.",,,
"I have finished watching this video completely.(我看完這部影片了)I am a Taiwanese who cares about the global affairs.(我是一個關心全球事務的台灣人)And, sadly, most of my fellow Taiwanese don&#39;t really care about the world.(但是，很不幸地，我大部分的台灣同胞不那麼在意世界。)Hopefully Taiwan can become increasingly globally-aware and globally-competitive. (希望台灣可以越來越有全球意識與全球競爭力。)God bless Taiwan. (天佑台灣。)",,,
"Awesome boss.. As many people said already, this is the great practical session on blockchain. Thanks a lot",,,
Excellent video. Simple enough that you don&#39;t need to know anything about blockchain to follow but technical enough that you can understand the fundamentals behind how a blockchain actually operates.,,,
15:33 - “You can’t create money out of thin air”The federal reserve begs to differ,,,
Loved the video! If anyone is interested in learning more about Blockchain subscribe to my channel ! Posting weekly videos and always open to posting anything you want to hear.,,,
"please don&#39;t use the word &quot;signed&quot; for a correctly mined block.Signed is when you use a private key to create a digital signature for transactions.Terminology is important, use it right.",,,
It finally starts to make sense!,,,
Perfect explanation! Thank you.,,,
Best explanation for block chain. Thank you,,,
"How come the last block has coin base 100 Sophie, can anyone explain pls ?",,,
Excellent!,,,
why are we concerned with 4 zeroes placed initially?  why noy any other number of zeroes?,,,
Thanks for BEST EVER EXPLANATION !!! Question: how did Anders get his first 100 ? (talking about the 1st ever transaction),,,
super clear explanation! thank you for sharing!,,,
The best explanation of Block Chain concept with an example. Thank you and appreciate for your time and effort!,,,
nice video sir,,,
"Absolutely fantastic, thank you.",,,
"Hello sir , thanks for creating such a wonderful video on blockchain ..Can u please help me i wanted to know where can i do the more practicals on blockchain and what should i do to dive into more deep .Hope for early reply",,,
what a great videoreally awesome,,,
dude seriously this is the best of the best explanation ever created/visualized. you are the man! thank you!,,,
"Hello Anders, one question... On the last section of this video, when you demonstrate the blockchain with the signatures, at that moment, the transfer already happened and the block is only recording the transaction into the ledger ,or the transaction is occurring during this block miner?",,,
This was amazing thank you!!,,,
Free xrp,,,
"I am from Jamaica, can believe I am listening to a semester of lecture from MIT... Bless be God.. Thanks MIT",,,
Can some link the readings here,,,
that base 2 to base 10 conversion trick/estimation at 35:55 was pretty genius and smart btw...for anyone who didnt catch that. shows hes pretty quick on his feet and knows quite a few math tricks,,,
"Who is here being reminded of how much has changed in just 3 years!! Just a mind blowing that Bitcoin was worth $6,500 when this lecture was being recorded.",,,
"this is a wild video, like outside of the informative nature of it. seeing Gensler talking about needlessly printing money a whole year before the pandemic, and noting one of the creators of Algorand over 6 months before it launched. shows have far we have come in only 3 years",,,
then surety is satoshi nakamoto....not the cofounder...i guess,,,
"3rd class doing all the readings, see you in the 4th lesson.",,,
.,,,
"Not a fan of cronies, but it is amazing that this guy is still learning complex new stuff in his 60s, most people in their late 20s give up on learning new stuff.",,,
"Im half way, my notes for questions:1. Why timestamp needed at all, if the order of blocks what’s matters 2. How can nonce guarantee we get output hash with zeros? Could such nonce nonexistent",,,
Sirs concept on the cryptography are a little off :/,,,
"This is the best way I have found to learn about this new tech. Doing the readings, the assigments and everything and the questions from the people there are really good too. Thanks for sharing it MIT.",,,
This class is so entertaining I’m awestruck,,,
This is a very helpful and clear class.  Thanks.,,,
Thanks MIT for sharing knowledge with the world!,,,
thank you MIT and Prof Gensler for this free lecture series! didnt think think I&#39;d rather watch a college lecture than Netflix but now I know I do.,,,
It&#39;s hard to not impressed by his wit and perception.,,,
"A PRAISE FROM A 20 YEAR OLD BLOCKCHAIN LOVER (YES ME) :- Dear professor gensler , your COMPUTATIONAL power is really great. You are a genius, we love how you are defining this brutal technology in an interactive and fun way,  I swear I&#39;ll attend all the classes and I&#39;m also preparing notes and trying to do the homework you offer. THIS CONTENT WORTH MILLIONS OF DOLLARS. GREAT . WE ALL ASPIRANTS ARE BLESSED",,,
What is the video that professor keeps referencing ?,,,
47:12 the writings on the white board!!? Wonder what class happened before this,,,
lol the auto subtitles can&#39;t always handle GG&#39;s accent. Tree becomes &quot;tray&quot; etc..,,,
Does anyone know where one can get the study questions and reading lists?,,,
Does anyone here has the link of the video they refer to at 50:50?,,,
I never imagined that MIT could have such a low level of teachers. The man interrupts himself and makes a digression every three minutes. He is irritating. The nan does not specify definitions and looks  very insecure. He asks the audience for help as a singer who has lost his voice and really has very little knowledge of the matter.,,,
"I came here to understand the expensive Blockchain that I paid for. Yeah, this is the study bible of the Blockchain technology.",,,
"I can&#39;t believe tht in 1,.5 yrs btc got 10 times of itself",,,
Gem of a course. Good stuff prof..,,,
Fun fact: it&#39;s more likely that a mass-murderer asteroid hits the planet this year than 2 different strings output the same SHA-256 hash.,,,
36:09 How the hell did he do that??,,,
"Que gran curso! Me encanta, motiva y aprendo un montón, la calidad de la información y como esta organizada es perfecta. Saludos desde Argentina",,,
Thank you!,,,
Would be great if people could get any kind of certificate of participation. In my experience when in comes to jobs no one cares about knowledge if you don’t have the right certification,,,
"Cryptographic hashing is not only a way to take a lot of information and put it in fixed form, but The key thing is the hash functions tie the blocks together cause hash functions can point to previous info 1:13:11",,,
"Leaving my mark here at this mile marker. Thanks MIT and Professor Gensler. Peers, If you’ve made it this far, keep going!",,,
Crash &amp; Burn describing it@ 1:1:16,,,
The information I learned from these 3 classes are very informative and fascinating. I appreciate  everyone who made this far.,,,
What a amazing method of teaching - No brainer why he is the SEC chairman,,,
these classes are amazing. thank you for posting them!,,,
"Congrats to everyone who&#39;s made it this far! It&#39;s interesting how the view count dips so fast the further into the series you get! If you consider the number of people that then do the corresponding readings, I&#39;m sure it&#39;s even lower. Still, the knowledge is there for those of us willing to put in the time and effort! Blessings to all!",,,
"Positive feedback to MIT open courses as a whole &amp; Gary Gensler&#39;s class in particular.Thank you MIT for making this and your previous technical courses available.  While I am typically a passive listener of educational content, professor Gensler and the student engagement in this course is really terrific.   I feel obligated to provide the following feedback.For what is worth, here&#39;s my critique of the course so far.  The first two classes had great tidbits about the history of money and finance...but I really enjoyed watching this 3rd lecture tackle the abstract concept of how (cryptography) algorithms could provide technical safeguards in the potential presence of an adversarial actor.  Felt like the Prof was still looking for a more perfect/tangible analogy of a HASH value.  Also (as with the previous lectures) I enjoyed the technical tidbits about how big a blockchain header is relative to the size of the blockchain.  This lecture seemed to demonstrate the caliber of students at MIT in addition to the impressive professors.",,,
27:50 zip codes are like hash,,,
‘How’s my math?’ What a boss,,,
"Thank you very very much for this series, I’m learning a lot. Those who want to dig deeper on RSA, hash functions, elliptic curve cryptography, and random-number generation can probably benefit from a specialized book on the subject.",,,
Thank you @@,,,
I’m astonished by the quality of this lectures and it’s free! Thank you so much I really appreciate this MIT,,,
"This really is incredible, never thought I&#39;d be so intrigued learning about block chain!",,,
real sharp guy,,,
This guy is now chairman of the SEC. But he’s not doing anything for the industry. So disappointing,,,
hard flex 36:09 lmaoo,,,
"Thanks MIT, MIT has made me think that I am now MIT, not at MIT...",,,
The UTXO was a crucial piece he left out when trying to explain the public key impersonation question. Can anyone confirm this?,,,
Why does  the miner have to reward by creating a new coin?,,,
Love this!Thank you MIT!,,,
These slides are exceptionally good. Great learning curve and the professor makes learning blockchain very exciting. I would highly recommend anyone who wants to do anything with crypto to watch this course.,,,
"Prof. Gary made a mistake with Base58&#39;s functionality, which is not designed to compress data, but to make binary data trasmitted over network easily and more visual friendly. The cons of Base58 is it makes data size bigger, not smaller.",,,
how does Gary retain all this knowledge ? unbelievable,,,
"Gary Gensler earned a whole new level of respect from me , this damn guy is a genuis",,,
Mr Gensler provided very detailed explanation about bitcoin and its cryptography.. could he be Satoshi Nakamoto or the part of the group??,,,
I love this guy!!,,,
"is it me the only person wondering how did Gensler approximate 0.5^128 to 10^(-40)? What, is he a walking AI?",,,
Made it to lecture #3.  Might have to watch this one twice lol.  Wish that the sound quality was better.,,,
I never thought I would ever be watching an MIT lecture and basically already understand all of it.,,,
"I love these lectures, even if some the students are the &quot;one-upped you&quot; kinda people.",,,
i wonder if these students bought bitcoin,,,
I think I am going to buy some xrp,,,
"Truly a hidden gem of YouTube, thank you for the amazing content",,,
Anyone know where I can get the readings/literature for this course?,,,
There were a couple of double spends on btc in July 2021 after they changed protocol from its original whitepaper. Does it mean btc could fail in time like the others stated in previous class?,,,
Thanks!,,,
"54:38 the subtitles say mem pull, which is wrong. It is &#39;mempool&#39;.",,,
"If there is any room to comment on the production value on these priceless resources, would you consider upping the gain on Prof. Gensler&#39;s microphone about 10 or 15db?  These videos are pretty quiet compared to the rest of youtube.",,,
Is there a black lung equivalent for Bitcoin miners?,,,
Thankyou,,,
How about a thankyou to MIT and all the kids that paid to attend and distribute to us if they didn&#39;t want us to have we wouldn&#39;t,,,
Thank you,,,
47:15 this guy read my mind. I had the same doubt here,,,
"35:46 shut up kid, I learned my math. Good Job, Gary!",,,
Im watching this with BTC at $33k,,,
&#39;when you debase your currency by printing more&#39; &lt;-- his rationale for thinking fiat is safe haha. Great content though,,,
Funny how bitcoin was $6k when this came out.,,,
"A carburetor?  Gary, you must be almost as old as I am.",,,
I heard that the last Bitcoin Will not be mined before 2120…. Gerry saying 2040! Which one is correct?,,,
"A terabyte is one trillion bytes - as in a &quot;one&quot; with twelve zeros after it. As in 1,000 gigabytes (one thousand billion bytes)",,,
"The question at 49:45, the lecturer misunderstood/mis-answered (or was it me?)I think the point being made by the student is that: Assume some random set of transactions (and other bits) that produce a collusion with an existing hash in the blockchain.The probability that all of those transactions are also simultaneously valid is very low, and therefore the block would be rejected in many cases - thus reducing the number of possible collisions.Or put another way, it&#39;s not sufficient to find a set of transactions (and nonce etc) that produce the same hash, those transactions must also be completely valid for the starting ledger state.",,,
I&#39;m sure there&#39;s a better way to explain this but once I get it I&#39;m sure I&#39;ll not have the time to go over it with someone how I figured it out myself.,,,
"This is a great lecture but I am confused by which order everything occurs. In order to mine the next block, don&#39;t the transactions from the current block have to be completed as indicated by the merkle root hash? Wouldn&#39;t that make for a lot of wasted time that miners could be mining? How can you be continuously guessing nonces if the transaction list is not fully determined?",,,
"China received, studied, applied blockchain technologies for the digital yuan, kicked out all miners and cryptousers in the summer of 2021. The consequences for China are negative, the crypto community is positive.",,,
"Now that I  am watching this, bitcoin is around 33k",,,
Are these students representative of the intelligence of the average MIT student?,,,
"Hmm... using the same money twice. Sort of like creating synthetic shares, eh?",,,
Audio volume low.,,,
thankyou for this video. I want to ask about technical presentation. How to switch between slide and presenter? is there an operator to operation this? thank you,,,
"Great lecture, but I think he made it seem a bit more complicated than it is... Big ups to MIT for making this public",,,
From edu to bureaucracy I should’ve know this guy would be regulating bitcoin to the dark ages,,,
Its crazy how whenever I watch crypto vids I get funneled back to this playlist .I mean  it makes since now that the guy is the head of the SEC  I guess.Good job algorithm!,,,
,,,
It is very interesting but sound a bit low. I don’t hear  in my headphones when it is loud around.,,,
Anyone else spot the Algorand name drop,,,
"This is some profound information on the origin and functionality of money and finance. Good background of understanding cryptocurrency!! I hope the Prof do not call on me. HA, HA, HA, HA!!!",,,
Mapan,,,
Thanks for the info,,,
"It is estimated that over 40,000 to 300,000 people have made a massive one million dollars in bitcoin pending on the type of broker involved for every investment to yield earning a professional broker should be involved. Mrs  katie wallace is a professional broker who manages,handles and gives guidance on investments to get good profit.",,,
"The minimum investment capital $500 for better profit return within 72hrs of tradeYour earning$2,450 in next 72hrs and your profit paid directly to your Bitcoin wallet or Bank account",,,
"How do I really invest in crypto and make huge profits , i&#39;m actually confused here, can someone please help me out",,,
Since the days  was recommended to me I&#39;ve been referring my loved ones to him....,,,
Well I bought a membership x,,,
I invested in this and it’s making me money and I am just the ordinary girl who is a Carer x,,,
"Live your desired life/dream life. I encourage everyone to invest in crypto currency Today and live a crypto lifestyle with professional, is the best way to financial freedom",,,
"Is every Bitcoin transaction added to the Bitcoin blockchain?  If it is, is a Bitcoin transaction like a malware virus adding to the blockchain?  Is it possible that El Salvador will overwhelm the Bitcoin Blockchain infrastructure with Hundreds of thousands of transactions being added to the blockchain?",,,
JP Morgan and Bitcoin are about to experience problems. Heh. Not sorry.,,,
"What an amazing video,this is exactly what I need as a motivation to trade B T C/ F-x",,,
Understand block chain in two seconds. Blockchain/ball and chain.,,,
"Investing with an expert in the field is the best, have been making huge returns since I met keleen Marion , one of the best when it comes to crypto currency investment.",,,
"Your video is so good, hope you get better and better!!",,,
Geez these crypto ad bots are literally everywhere,,,
𝖨𝖮𝖲𝖳𝖮𝖮𝖫𝖲 𝗈𝗇 !𝖦 𝗀𝗈𝗍 𝗍𝗁𝖾 𝗁𝗂𝗀𝗁𝖾𝗌𝗍 𝗋𝖾𝖼𝗈𝗆𝗆𝖾𝗇𝖽𝖺𝗍𝗂𝗈𝗇 𝗁𝖾𝗋𝖾 𝗂𝗌 𝖽𝗈𝗂𝗇𝗀 𝗀𝗋𝖾𝖺𝗍 𝖨 𝗀𝗈𝗍 𝟥𝖡𝖳𝖢 𝖿𝗋𝗈𝗆 𝗍𝗁𝖾𝗆.,,,
𝖨𝖮𝖲𝖳𝖮𝖮𝖫𝖲 𝗈𝗇 !𝖦 𝗀𝗈𝗍 𝗍𝗁𝖾 𝗁𝗂𝗀𝗁𝖾𝗌𝗍 𝗋𝖾𝖼𝗈𝗆𝗆𝖾𝗇𝖽𝖺𝗍𝗂𝗈𝗇 𝗁𝖾𝗋𝖾 𝗂𝗌 𝖽𝗈𝗂𝗇𝗀 𝗀𝗋𝖾𝖺𝗍 𝖨 𝗀𝗈𝗍 𝟥𝖡𝖳𝖢 𝖿𝗋𝗈𝗆 𝗍𝗁𝖾𝗆.,,,
𝖨𝖮𝖲𝖳𝖮𝖮𝖫𝖲 𝗈𝗇 !𝖦 𝗀𝗈𝗍 𝗍𝗁𝖾 𝗁𝗂𝗀𝗁𝖾𝗌𝗍 𝗋𝖾𝖼𝗈𝗆𝗆𝖾𝗇𝖽𝖺𝗍𝗂𝗈𝗇 𝗁𝖾𝗋𝖾 𝗂𝗌 𝖽𝗈𝗂𝗇𝗀 𝗀𝗋𝖾𝖺𝗍 𝖨 𝗀𝗈𝗍 𝟥𝖡𝖳𝖢 𝖿𝗋𝗈𝗆 𝗍𝗁𝖾𝗆.,,,
𝖨𝖮𝖲𝖳𝖮𝖮𝖫𝖲 𝗈𝗇 !𝖦 𝗀𝗈𝗍 𝗍𝗁𝖾 𝗁𝗂𝗀𝗁𝖾𝗌𝗍 𝗋𝖾𝖼𝗈𝗆𝗆𝖾𝗇𝖽𝖺𝗍𝗂𝗈𝗇 𝗁𝖾𝗋𝖾 𝗂𝗌 𝖽𝗈𝗂𝗇𝗀 𝗀𝗋𝖾𝖺𝗍 𝖨 𝗀𝗈𝗍 𝟥𝖡𝖳𝖢 𝖿𝗋𝗈𝗆 𝗍𝗁𝖾𝗆.,,,
"I have heard about Bitcoin trading, I&#39;m interested please do you know of any expert who can quite me through my trading course.",,,
"A block chain uses encryption to protect its contents. It&#39;s peer to peer and no middle men.. Well only when it&#39;s used in a decentralized protocol. The government is much more corrupt in it&#39;s use of blockchain technology. Never trust government issued crypto. It&#39;s just a way to track your every movemt, transactions, and even steal from you or shut your crypto off when you dont listen. A better version of crypto  uses no government entities such as bitcoin or  ethereum. Even then you have to be careful enough to avoid custodial services. You want to be the only one holding the private key to your crypto not some power hungry corporatons that tricks people with cards and digital wallets like paypal. A hardware wallet is the safest way to go..",,,
"Greetings from the youngest n oldest crypto traders on the South Jersey Coast! Nicely done, a simple accurate in language that I understand!! Beautiful presentation!!Unity through Prosperity! Crypto is race less!",,,
Miss Jennifer fan and her method works like magic I keep on earning every single week with her strategy,,,
"Nwo will fight this, because they fix elections.",,,
It&#39;s strange how people talk about all the profit they have been making through trading of bitcoin While I&#39;m here not making any profit at all. Can someone put me through on the right path.,,,
I have to let the whole world know about ZAHEERHACKERS on inSTa he&#39;s great beyond believe he recovered my locked account successfully without losing any coin I&#39;m so Glad,,,
I got my money without stress when I worked with hackerancheta460 on IG he did a great jobe for me it was really amazing,,,
I experienced a turn around in my life when I met hackerancheta460 on IG he change my situation from living in panic to been financially stable,,,
hackerancheta460 on Ig is the best in bitcoin mining,,,
I got my money without stress when I worked with hackerancheta460 on IG he did a great jobe for me it was really amazing,,,
Wow I couldn’t believe I was gonna because get my money when I worked with hackerancheta460 on Ig,,,
Awesome job in explaining Blockchain.   Thanks for simplifying this concept/ technology.,,,
Look at us now,,,
I have been scammed alot whlies trying out bitcoin software&#39;s and none of them didn&#39;t work! I recently got a working bitcoin adder from CRYPTOWORKSHUB on youtube and the software works in adding bitcoins daily to any wallet with live proof added in the video.Search CRYPTOWORKSHUB on youtube and watch how the software works with live proof added. Here&#39;s a link to the youtube video,,,
BITCOIN WILL HIT $100‘000 !!!!!!!!!!!!!!!!!!!!!! [unbelievable],,,
for your information you can reach her via WhatsApp,,,
She’s the plug,,,
who&#39;s this professional everyone is talking about I always see her post on top comment on every YouTube video I watched,,,
I think I&#39;m interested and willing to invest heavily in it how can I get in touch with Mrs Roland Elizabeth,,,
Hello anyone there?,,,
she is the best broker I ever seen in my life,,,
you don’t need to be surprised because I’m also trading with expert Mrs Roland Elizabeth,,,
I thought people don’t know her she helped me recover what I lost trying to trade for my self,,,
wow l&#39;m just shock someone mentioned and recommended expert Mrs Roland Elizabeth,,,
Her name is Roland Elizabeth her strategies are top notch.,,,
there is only one legit broker which I know and I’m trading with as well.,,,
But how can someone know the right broker to trade with?,,,
you’re right,,,
"As the day goes on, people find the interest to invest Because of the increase in bitcoin.",,,
"NOBODY BECOMES A MILLIONAIRE OR A BILLIONAIRE BY WORKING FOR OTHERS AND DEPENDING ON THEM, GOOD INVESTMENT BRING MILLIONS OF DOLLARS, AND CONSISTENCY BRING BILLIONS, THE MARKET IS ALL ABOUT BTC AT THE MOMENT NOW....................",,,
"Hello everyone, l&#39;m actually looking for a good trader that can help me trade and make good profits, but is very hard to see a trusted one... Any idea..",,,
"With a currency such as bitcoin every transaction can be traced so you are spied on and have no privacy.  Alex Jones lost a fortune in bitcoin when he lost his laptop.  Anyone who opposes the government can lose all their bitcoin.   We don&#39;t need Jewish central banks like the Federal Reserve but we do need a printed currency created by a government we can trust, we can&#39;t trust the Federal government now.",,,
"I have been watching some videos and I was thinking about investing, but still don&#39;t know where to start from",,,
"Hi everyone I&#39;m new to bitcoin trade and I have  watched a lot of videos along side new strategies on my own, but all to no avail. I&#39;m still making huge losses and recently I see a lot testimonies of people earning  and making a lot of profit from it. can someone please  recommend a trust worthy expert that can trade on my behalf and generate profit for me please",,,
I have been making over 300% profit from my bitcoin investment every week since my Colleague introduced me to Expert Mrs Sonia who now trades for me while I receive the profit.,,,
wonderful lessons for new trader like myself. Great details and modeling.some persons will definitely be kicking themselves in regret for missing the opportunity to invest in bitcoin. Bitcoin is pretty much a genius Idea no more printing of money,,,
"It&#39;s strange how people talk about all the profits, they&#39;ve been making through trading of bitcoin, while am here not making any profit at all. Please can Someone put me through on the right path.",,,
How do we get paid?,,,
"Forex Trading is the future. You see young and old people driving big cars and using big phones without going to any office to do a 9 to 5 job. Many even combine their 9 to 5 with Forex Trading for more income and people mistake them for yahoo boys all because of how wealthy they are, this is a mindset that should change.",,,
Nice strategy I must say. I didn&#39;t earn as Much as this video claim but I earn about 3250USD every week and I don&#39;t do that using video,,,
Mrs Hannah Donald is legit and her method works like magic I keep on earning every single week with her new strategy,,,
"Blockchain in layman&#39;s terms is a distributed ledger. For example,  a list of transactions replicated across a number of computers, rather than being stored on a central server.",,,
"Guys do not believe any of these people claiming to be investment experts, it&#39;s a scam",,,
"Hello I&#39;m new in forex and I have been making huge loses but recently i see a lot of people earning from it, please can someone please tell me what is going wrong and recommend me to his or her manager",,,
"I keep wondering why people save with the bank when you can easily Invest it in btc while it grows more profit, Evelyn .T. Hills is an expert  trader and her strategic method of trading works perfectly well.",,,
Big Brother must love this!,,,
She lost all credibility when she kept saying &quot;personal computers.&quot;,,,
"How do individuals trade/send-receive anything (ex: bitcoin) via blockchain directly without anything/anyone else as middleman?We still need an app (be it MoneyGram/Transferwise/any bank mobile app) to link the parties involved in the transaction, right?",,,
if blockchain is so secure why is there so much hacking and theft of bitcoin going on?shouldn&#39;t you be able to trace who stole your bitcoin if the transactions are recorded on the blockchain?,,,
"Have you heard of Mark Ramsey of UCLA Anderson financial institution, his methods are legit and works like magic, I keep on earning and learning every week with his new strategies. his availability is sure on whats-app+ 1 3 1 9 4 3 2 7 3 8 5",,,
"My trader Mrs Erin moore is very experienced in the market i met her at California , her success story are everywhere",,,
"I think it’s time people need to understand the need to invest in bitcoin now, it’s making good livelihood for people i make over $20k monthly from my portfolio with Mrs Erin Moore am not suprise to see you talk about her here",,,
The rich stay rich by spending like the poor and investing without stopping then the poor stay poor by spending like the rich yet not investing like the rich,,,
Coingeek crypto news a good sight to go to,,,
Mrs Olivia is legit and her method works like magic I keep on earning every single week with her new strategy,,,
"I&#39;m glad too introduced jack_hack885 on Instagram, if you have skrill account or Bitcoin wallet account, you can earn up to $7,000 in 3days with a minimum start-up capital of $300, he&#39;s legit and trusted.",,,
"Hello I&#39;m new to bitcoin trade and i have been making few loses, but recently i see a lot of people earning from it , can someone please give me a new strategy or at least tell me what I&#39;m doing wrong?",,,
Mrs Bambi Alex is legit and her methods works like magic I keep on earning every single week with her new strategy,,,
"Who&#39;s the voice behind this vlog, sounds so appealing and full of charisma, I was captivated and want to hear more of her about this crypto bitcoin....",,,
